OBJECTID,School Name,Address,Address2,City,State,Zip,County,Contact Name,Title,Phone,Email / Contact Page,Institute Type Description,Institute Sub Type Description,Record Type Description,Community Type Description,District Type Description,School District Location,Institute ID,SED Code,x,y
7737,GERMANTOWN ELEMENTARY SCHOOL,123 MAIN ST, ,GERMANTOWN,NY,12526,COLUMBIA,BEVERLY MEAGHER,PRINCIPAL,5185376281,bmeagher@germantowncsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,GERMANTOWN CSD,800000074833,100902040003,591739.495892397,4665146.85216423
7738,MARY E DARDESS ELEMENTARY SCHOOL,50 WOODBRIDGE AVE, ,CHATHAM,NY,12037,COLUMBIA,KRISTEN RENO,PRINCIPAL,5183921530,renok@chatham.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,CHATHAM CSD,800000053738,101001040001,615127.671941635,4690831.57665505
7739,CHATHAM HIGH SCHOOL,50 WOODBRIDGE AVE, ,CHATHAM,NY,12037,COLUMBIA,JOHN THORSEN,PRINCIPAL,5183921570,thorsenj@chatham.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,CHATHAM CSD,800000053739,101001040002,615127.671941635,4690831.04765426
7740,CHATHAM MIDDLE SCHOOL,50 WOODBRIDGE AVE, ,CHATHAM,NY,12037,COLUMBIA,MICHAEL BURNS,PRINCIPAL,5183921560,burnsm@chatham.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,CHATHAM CSD,800000053740,101001040006,615126.61394005,4690831.57665505
7741,ICHABOD CRANE SENIOR HIGH SCHOOL,2910 RT 9, ,VALATIE,NY,12184,COLUMBIA,CRAIG SHULL,PRINCIPAL,5187587575,cshull@ichabodcrane.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,KINDERHOOK CSD,800000053664,101401040005,608112.450428709,4697877.75021436
7742,ICHABOD CRANE MIDDLE SCHOOL,2910 RT 9, ,VALATIE,NY,12184,COLUMBIA,TIMOTHY FARLEY,PRINCIPAL,5187587575,tfarley@ichabodcrane.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,KINDERHOOK CSD,800000053665,101401040006,608499.067008087,4697919.37827675
7743,WALTER B HOWARD ELEMENTARY SCHOOL,1478 RTE 20, ,NEW LEBANON,NY,12125,COLUMBIA,JOSHUA NOBLE,PRINCIPAL,5187947600,jnoble@newlebanoncsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,NEW LEBANON CSD,800000053694,101601040002,626128.293427033,4705066.42598723
7744,MCGRAW SECONDARY SCHOOL,10 W ACADEMY ST, ,MCGRAW,NY,13101,CORTLAND,MARK DIMORIER,PRINCIPAL,6078363600,mdimorier@mcgrawschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,MCGRAW CSD,800000053596,110304040002,410096.989685137,4715933.31127221
7745,DELAWARE ACADEMY ELEMENTARY SCHOOL,2 SHELDON DR, ,DELHI,NY,13753,DELAWARE,JULIE MABLE,PRINCIPAL,6077462105,jmable@delhischools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,DELHI CSD,800000053587,120501040001,507039.723962344,4679987.73040459
7746,DELAWARE ACADEMY HIGH SCHOOL,2 SHELDON DR, ,DELHI,NY,13753,DELAWARE,JULIE MABLE,PRINCIPAL,6077461281,jmable@delhischools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,DELHI CSD,800000053568,120501040002,507108.161064903,4679932.42732172
7747,MAYFIELD JR/SR HIGH SCHOOL,27 SCHOOL ST, ,MAYFIELD,NY,12117,FULTON,JOHN BISHOP,PRINCIPAL,5186618200,bishop.john@mayfieldcsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,MAYFIELD CSD,800000051632,170801040002,560016.282352374,4772586.80317244
7748,NORTHVILLE HIGH SCHOOL,131 S 3RD ST, ,NORTHVILLE,NY,12134,FULTON,SAMUEL RATTI,PRINCIPAL,5188637000,sratti@northvillecsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,NORTHVILLE CSD,800000051635,170901040001,566932.248716557,4786037.5683296
7749,NORTHVILLE ELEMENTARY SCHOOL,131 S 3RD ST, ,NORTHVILLE,NY,12134,FULTON,TAMMY REIDELL,PRINCIPAL,5188637000,treidell@northvillecsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,NORTHVILLE CSD,800000051617,170901040002,566932.27071659,4786035.34732627
7750,GREENVILLE HIGH SCHOOL,4976 SR 81, ,GREENVILLE,NY,12083,GREENE,KRISTY GOERGEN,PRINCIPAL,5189665070,goergenk@greenvillecsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,GREENVILLE CSD,800000051468,190701040004,580090.946436022,4696691.83443716
7751,SCOTT M ELLIS ELEMENTARY SCHOOL,11219 SR 32, ,GREENVILLE,NY,12083,GREENE,PETER MAHAN,PRINCIPAL,5189665070,mahanp@greenvillecsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,GREENVILLE CSD,800000051469,190701040005,580377.526865488,4696628.54934232
7752,GREENVILLE MIDDLE SCHOOL,4976 SR 81, ,GREENVILLE,NY,12083,GREENE,BRIAN REEVE,PRINCIPAL,5189665070,reeveb@greenvillecsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,GREENVILLE CSD,800000051467,190701040001,580064.494396381,4696679.81641915
7753,WINDHAM ASHLAND CENTRAL SCHOOL,5411 STATE RT 23, ,WINDHAM,NY,12496,GREENE,DAVID DONNER,PRINCIPAL,5187343400,ddonner@wajcs.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,WINDHAM-ASHLAND-JEWETT CSD,800000051438,191401040001,561460.730517006,4684075.03152977
7754,DOLGEVILLE ELEMENTARY SCHOOL,38 SLAWSON ST , ,DOLGEVILLE,NY,13329,HERKIMER,CRYSTAL CHRISMAN,PRINCIPAL,3154293155,cchrisman@dolgeville.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,DOLGEVILLE CSD,800000051310,211003040001,517977.173353074,4772378.60786045
7755,MOUNT MARKHAM ELEMENTARY SCHOOL,500 FAIRGROUND RD, ,WEST WINFIELD,NY,13491,HERKIMER,JENNIFER MCDONALD,PRINCIPAL,3158222840,jmcdonald@mmcsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,MOUNT MARKHAM CSD,800000051285,212001040002,484947.371855013,4748202.66063066
7756,MOUNT MARKHAM SENIOR HIGH SCHOOL,500 FAIRGROUND RD, ,WEST WINFIELD,NY,13491,HERKIMER,VICTOR ZAMPETTI,PRINCIPAL,3158222900,vzampetti@mmcsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,MOUNT MARKHAM CSD,800000051286,212001040003,484946.534853759,4748202.66063066
7757,MOUNT MARKHAM MIDDLE SCHOOL,500 FAIRGROUND RD, ,WEST WINFIELD,NY,13491,HERKIMER,DAWN YERKIE,PRINCIPAL,3158222870,dyerkie@mmcsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,MOUNT MARKHAM CSD,800000051287,212001040005,484964.687880963,4748312.97279598
7758,CARTHAGE MIDDLE SCHOOL,21986 COLE RD, ,CARTHAGE,NY,13619,JEFFERSON,PAIGE OBRIEN,PRINCIPAL,3154935020,pobrien@carthagecsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT CENTRAL,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,CARTHAGE CSD,800000051125,222201060011,448230.218831132,4870622.18108708
7759,COPENHAGEN CENTRAL SCHOOL,3020 MECHANIC ST, ,COPENHAGEN,NY,13626,LEWIS,NADINE OSHAUGHNESSY,PRINCIPAL,3156884411,noshaughnessy@ccsknights.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,COPENHAGEN CSD,800000051100,230201040001,445606.608899422,4860100.68531969
7760,HOLLEY ELEMENTARY SCHOOL,3800 N MAIN ST, ,HOLLEY,NY,14470,ORLEANS,KARRI SCHIAVONE,PRINCIPAL,5856386318,kschiavone@holleycsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,HOLLEY CSD,800000050766,450704040005,254106.838920184,4790918.60964427
7761,PLANK ROAD SOUTH ELEMENTARY SCHOOL,715 PLANK RD, ,WEBSTER,NY,14580,MONROE,JENNIFER SULLIVAN,PRINCIPAL,5856704053,jennifer_sullivan@webstercsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT CENTRAL,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,WEBSTER CSD,800000050708,261901060011,298143.169912498,4783936.2551806
7762,SAINT AGNES PAROCHIAL SCHOOL,60 PARK PL, ,AVON,NY,14414,LIVINGSTON,ELIZABETH DOWD,PRINCIPAL,5852268500,elizabeth.dowd@dor.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ROCHESTER DIOCESE,NON PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,AVON CSD,800000055768,240101166156,275967.996681051,4754768.22946975
7763,DEASY SCHOOL,2 DOSORIS LN, ,GLEN COVE,NY,11542,NASSAU,MELANIE ARFMAN,ACTING PRINCIPAL,5168017110,marfman@glencoveschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),SMALL CITIES, ,GLEN COVE CITY SD,800000049887,280100010001,615467.710451213,4525338.18064865
7764,PLAZA ELEMENTARY SCHOOL,501 SEAMAN AVE, ,BALDWIN,NY,11510,NASSAU,MARK GRAY,PRINCIPAL,5164346600,graym@baldwinschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,BALDWIN UFSD,800000049565,280210030007,616958.776685706,4502258.18606125
7765,ALDEN TERRACE SCHOOL,1835 CENTRAL AVE, ,VALLEY STREAM,NY,11580,NASSAU,SHAWNEE WARFIELD,PRINCIPAL,5162858310,swarfield@elmontschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL UNION FREE,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,ELMONT UFSD,800000049456,280216020001,608530.962055885,4504429.84531567
7766,VALLEY STREAM MEMORIAL JUNIOR HIGH SCHOOL,320 FLETCHER AVE, ,VALLEY STREAM,NY,11580,NASSAU,BRET STRAUSS,PRINCIPAL,5168727710,straussb@vschsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL HIGH SCHOOL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,VALLEY STREAM CENTRAL HS DISTRICT,800000049242,280251070001,609835.796011293,4503418.47080004
7767,CANTIAGUE ELEMENTARY SCHOOL,678 CANTIAGUE ROCK RD, ,JERICHO,NY,11753,NASSAU,JOSEPH SAPIENZA,PRINCIPAL,5162033650,jsapienza@jerichoschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,JERICHO UFSD,800000048823,280515030001,622165.070487795,4515127.3343468
7768,CHARLES CAMPAGNE SCHOOL,601 PLAINVIEW RD, ,BETHPAGE,NY,11714,NASSAU,ERIN LINDSAY-DIFIGLIA,PRINCIPAL,5166444401,elindsay-difiglia@bethpage.ws,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,BETHPAGE UFSD,800000048743,280521030003,628808.500443559,4513013.473179
7769,PS 110 FLORENCE NIGHTINGALE,285 DELANCEY ST, ,NEW YORK,NY,10002,NEW YORK,KAREN FEUER,PRINCIPAL,2126742690,kfeuer@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 1,800000048513,310100010110,586151.735518647,4507652.49214509
7770,LA SALLE ACADEMY,215 E 6TH ST, ,NEW YORK,NY,10003,NEW YORK,KERRY CONROY,PRINCIPAL,2124758940,kconroy@lasalleacademy.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 1,800000048480,310100145336,585304.213248561,4509065.88126318
7771,SAINT GEORGE ACADEMY,215 E 6TH ST, ,NEW YORK,NY,10003,NEW YORK,ANDREW STASIW,PRINCIPAL,2124733323,stasiw@sga.nyc,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 1,800000048468,310100147414,585304.213248561,4509065.88126318
7772,GOOD SHEPHERD SCHOOL,620 ISHAM ST, ,NEW YORK,NY,10034,NEW YORK,GERALDINE LAVERY,PRINCIPAL,2125675800,geraldine.lavery@archny.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 6,800000046946,310600145279,590947.789705956,4524797.65483863
7773,INCARNATION SCHOOL,570 W 175TH ST, ,NEW YORK,NY,10033,NEW YORK,NICHOLAS GREEN,PRINCIPAL,2127951030,ngreen@incarnationnyc.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 6,800000046967,310600145306,589688.249818425,4522086.50277573
7774,SAINT ANSELM SCHOOL,685 TINTON AVE, ,BRONX,NY,10455,BRONX,TERESA LOPES,PRINCIPAL,7189939464,teresa.lopes@archny.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 7,800000046591,320700145216,592313.149752068,4518948.90407376
7775,SAINT ATHANASIUS SCHOOL,830 SOUTHERN BLVD, ,BRONX,NY,10459,BRONX,JESSICA AYBAR,PRINCIPAL,7185425161,jaybar@stathanasiusbronx.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 8,800000046472,320800145225,593190.232066453,4519040.60021118
7776,HOLY CROSS SCHOOL,1846 RANDALL AVE, ,BRONX,NY,10473,BRONX,ERNIE ZALAMEA,PRINCIPAL,7188424492,b202@adnyeducation.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 8,800000046477,320800145288,596088.755410145,4519051.73822787
7777,SAINT THERESA SCHOOL,2872 ST THERESA AVE, ,BRONX,NY,10461,BRONX,JOSEPHINE FANELLI,PRINCIPAL,7187923688,b262@adnyeducation.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 8,800000046453,320800145442,598339.171782592,4522682.64866911
7778,VILLA MARIA ACADEMY,3335 COUNTRY CLUB RD, ,BRONX,NY,10465,BRONX,TERESA BARTON,PRINCIPAL,7188243260,teresa.barton@archny.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 8,800000046454,320800145452,599679.799791641,4521850.58942219
7779,SAINT PHILIP NERI SCHOOL,3031 GRAND CONCOURSE, ,BRONX,NY,10468,BRONX,AJEIA BEEBE,PRINCIPAL,7183658806,ajeia.beebe@archny.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 10,800000046117,321000145406,593759.332919301,4525354.54967318
7780,SAINT BARNABAS ELEMENTARY SCHOOL,413 E 241ST ST, ,BRONX,NY,10470,BRONX,NATALIA CRUZ,PRINCIPAL,7183241088,natalia.cruz@archny.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 11,800000045880,321100145229,595616.120701861,4528538.01744389
7781,SAINT CLARE SCHOOL,1911 HONE AVE, ,BRONX,NY,10461,BRONX,THERESA BIVONA,PRINCIPAL,7188924080,theresa.bivona@archny.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 11,800000045883,321100145253,596379.837846357,4522834.42489656
7782,SAINT HELENA SCHOOL,2050 BENEDICT AVE, ,BRONX,NY,10462,BRONX,RICHARD MELLER,PRINCIPAL,7188923234,b239@adnyeducation.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 11,800000045888,321100145284,596507.560037761,4521002.71815158
7783,SAINT ANN SCHOOL,125 CROMWELL AVE, ,STATEN ISLAND,NY,10304,RICHMOND,BERNADETTE FICCHI,PRINCIPAL,7183514343,bernadette.ficchi@archny.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 31,800000041917,353100145214,576413.947925717,4493741.67229851
7784,NOTRE DAME ACADEMY ELEMENTARY SCHOOL,78 HOWARD AVE, ,STATEN ISLAND,NY,10301,RICHMOND,REBECCA GIACCIO,PRINCIPAL,7182739096,rebecca.giaccio@archny.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 31,800000041905,353100145369,577010.082819077,4497945.59459846
7785,NOTRE DAME ACADEMY HIGH SCHOOL,134 HOWARD AVE, ,STATEN ISLAND,NY,10301,RICHMOND,JANN AMATO,PRINCIPAL,7184478878,jamato@notredameacademy.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 31,800000041891,353100145370,576995.659797464,4497779.79334999
7786,SAINT IGNATIUS SCHOOL,740 MANIDA ST, ,BRONX,NY,10474,BRONX,RICHARD DARRELL,PRINCIPAL,7188619084,richard.darrell@sis-nativity.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 8,800000046458,320800149495,593752.483909037,4518854.18193181
7787,ACADEMY OF ST JOSEPH,111 WASHINGTON PL, ,NEW YORK,NY,10014,NEW YORK,ANGELA COOMBS,PRINCIPAL,2122435420,acoombs@aosj.us,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000060449,310200145611,584358.677831593,4509564.41801028
7788,RESURRECTION SCHOOL,116 MILTON RD, ,RYE,NY,10580,WESTCHESTER,GINAMARIE FONTE,PRINCIPAL,9149671218,ginamarie.fonte@archny.org,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,NON PUBLIC SCHOOL (IMF),SMALL CITIES, ,RYE CITY SD,800000034973,661800145175,610628.011198497,4536870.10093025
7789,UNITY CENTER FOR URBAN TECHNOLOGIES,111 E 33RD ST, ,NEW YORK,NY,10016,NEW YORK,FAUSTO DE LA ROSA,PRINCIPAL,2125760530,fdelarosa@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000046823,310200011500,586017.922318117,4511119.37734053
7790,MANHATTAN ACADEMY FOR ARTS AND LANGUAGES,111 E 33RD ST, ,NEW YORK,NY,10016,NEW YORK,SIV BOLETSIS,PRINCIPAL,2125760502,sbolets@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000069136,310200011427,586017.922318117,4511119.37734053
7791,MURRAY HILL ACADEMY,111 E 33RD ST, ,NEW YORK,NY,10016,NEW YORK,YVETTE SY,PRINCIPAL,2126950195,ysy@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 2,800000069137,310200011432,586017.922318117,4511119.37734053
7792,BEACON HIGH SCHOOL,522 W 44TH ST, ,NEW YORK,NY,10036,NEW YORK,BRADY SMITH,PRINCIPAL,2124654230,bsmith15@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 3,800000046819,310300011479,584743.409408147,4512748.26978156
7793,FREDERICK DOUGLASS ACADEMY,2581 7TH AVE, ,NEW YORK,NY,10039,NEW YORK,AYISHA FULLERTON,PRINCIPAL,2124914107,afullerton2@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 5,800000046764,310500011499,589669.985791055,4519803.99435519
7794,PS 182,601 STICKBALL BLVD, ,BRONX,NY,10473,BRONX,ANNE OGRADY,PRINCIPAL,7188286607,aogrady@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 8,800000046537,320800010182,596414.417898179,4519223.18148479
7795,PS 583,1028 WHITE PLAINS RD, ,BRONX,NY,10472,BRONX,GLORIMER LOPEZ,PRINCIPAL,9293484960,glopez6@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 8,800000089614,320800010583,596158.499514663,4520172.24190704
7796,PS 96 RICHARD RODGERS,2385 OLINVILLE AVE, ,BRONX,NY,10467,BRONX,JOAN VETERE,PRINCIPAL,7186524959,jvetere2@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 11,800000045999,321100010096,595312.300246559,4523950.80456955
7797,MS 839,713 CATON AVE, ,BROOKLYN,NY,11218,KINGS,MICHAEL PERLBERG,PRINCIPAL,7186862730,mperlberg@gmail.com,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 15,800000085451,331500010839,586834.065541179,4500177.69194345
7798,PS 127 MCKINLEY PARK,7805 7TH AVE, ,BROOKLYN,NY,11228,KINGS,AGATHA ALICANDRO,PRINCIPAL,7188332323,aalicandro@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 20,800000044447,332000010127,583006.130804682,4497458.25786814
7799,PS 176 OVINGTON,1225 69TH ST, ,BROOKLYN,NY,11219,KINGS,ELIZABETH CULKIN,PRINCIPAL,7182367755,eculkin@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 20,800000044427,332000010176,584130.771490055,4497578.7490487
7800,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,521 WEST AVE, ,BROOKLYN,NY,11224,KINGS,STEPHEN MCNALLY,PRINCIPAL,7182650329,smcnally@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 21,800000059098,332100011344,586953.230719758,4492916.4920619
7801,PS 206 JOSEPH F LAMB,2200 GRAVESEND NECK RD, ,BROOKLYN,NY,11229,KINGS,ELLEN QUIGLEY,PRINCIPAL,7187435598,equigle@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 22,800000043945,332200010206,588965.183734847,4494583.14055952
7802,PS 889,21 HINCKLEY PL, ,BROOKLYN,NY,11218,KINGS,MARIA BUCKLEY,PRINCIPAL,9293979171,mbuckley3@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 22,800000089615,332200010889,586989.853774642,4499816.54040223
7803,PS 81 JEAN PAUL RICHTER,559 CYPRESS AVE, ,GLENDALE,NY,11385,QUEENS,ROMY DIAMOND,PRINCIPAL,7188219800,rdiamond@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 24,800000043406,342400010081,591909.082146537,4506449.39134214
7804,KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTAINABILITY (THE),644 BLOOMINGDALE RD, ,STATEN ISLAND,NY,10309,RICHMOND,LISA SARNICOLA,PRINCIPAL,7186688640,lsarnic@schools.nyc.gov,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,PUBLIC SCHOOL (IMF),NEW YORK CITY, ,NYC GEOG DIST 31,800000085483,353100010062,566109.506483605,4488120.54187475
